seed,certificate,witness,sampled_minimum,error
103,0.111399813466,0.111399813466,0.115744301402,0
104,0,1.11022302463e-16,0.00836821642234,1.11022302463e-16
105,0.269631902335,0.269631902335,0.272715095971,0
106,0,0,0.00661565988956,0
107,0.128211637993,0.128211637993,0.130455368954,0
108,0,0,0.0501251322496,0
109,0.219960856573,0.219960856573,0.221524825575,0
110,0,1.11022302463e-16,0.00260256215139,1.11022302463e-16
111,0.0423454567076,0.0423454567076,0.0445818669627,0
112,0,0,0,0
113,0.201681610537,0.201681610537,0.205979207629,0
114,0,0,0.00102906207651,0
115,0.0635883998837,0.0635883998837,0.0655844286968,0
116,0,0,0.00900582220309,0
117,0.198096942082,0.198096942082,0.199583519249,0
118,0,0,0.0591774585191,0
119,0.0181001717335,0.0181001717335,0.0199806632804,0
120,0,0,0.0457355771343,0
121,0.188027018085,0.188027018085,0.191681052854,0
122,0.0154464347111,0.0154464347111,0.112156099191,0
123,0.250696130931,0.250696130931,0.253080497173,0
124,0,0,0.0973755082869,0
125,0.0306899778298,0.0306899778298,0.0324345288756,0
126,0,1.11022302463e-16,0,1.11022302463e-16
127,0.0808761349398,0.0808761349398,0.0845065130792,0
128,0,1.11022302463e-16,0.0176151226243,1.11022302463e-16
129,0.131169913472,0.131169913472,0.132804292062,0
130,0.0917278507695,0.0917278507695,0.163705107397,0
131,0.122584670523,0.122584670523,0.125639289458,0
132,0,0,0.12029894141,0
133,0,0,0,0
134,0,0,0.0225047367532,0
135,0.11921575365,0.11921575365,0.121203608387,0
136,0,0,0.0743032418813,0
137,0.154815916721,0.154815916721,0.158165423716,0
138,0.032036427729,0.032036427729,0.166251254468,0
139,0.251491164198,0.251491164198,0.253210303089,0
140,0,0,0,0
141,0.0879081847306,0.0879081847306,0.0894512584978,0
142,0,0,0.125194062187,0
143,0.214751517259,0.214751517259,0.21699820375,0
144,0,0,0.0214372851687,0
145,0.251446172391,0.251446172391,0.253901304616,0
146,0,0,0.0535906605584,0
147,0.0607893512197,0.0607893512197,0.0640514339747,0
148,0,0,0.0305125914875,0
149,0.149042655062,0.149042655062,0.151553862827,0
150,0,1.11022302463e-16,0.145041258694,1.11022302463e-16
151,0.285094884944,0.285094884944,0.288036326779,0
152,0,1.11022302463e-16,0.00123412315415,1.11022302463e-16
153,0.0708938796894,0.0708938796894,0.0728443726714,0
154,0,1.11022302463e-16,0.0054483484514,1.11022302463e-16
155,0.177962399018,0.177962399018,0.181292723933,0
156,0,0,0.0134676647976,0
157,0.0735397258024,0.0735397258024,0.0762994022592,0
158,0,0,0.00758102647097,0
159,0.187682929709,0.187682929709,0.190687895852,0
160,0,0,0.0602646905989,0
161,0.125319547638,0.125319547638,0.128744619373,0
162,0,1.11022302463e-16,0.00510391821961,1.11022302463e-16
163,0.150467648313,0.150467648313,0.152373623835,0
164,0,1.11022302463e-16,0.0036248345247,1.11022302463e-16
165,0.292722179292,0.292722179292,0.298350067109,0
166,0,0,0.0473101774544,0
167,0.0327354032667,0.0327354032667,0.0350654016573,0
168,0,0,5.94320501369e-05,0
169,0.217393118818,0.217393118818,0.218395278769,0
170,0,0,0.0234358821079,0
171,0.227563926502,0.227563926502,0.230314101476,0
172,0,0,0.00508992273041,0
173,0.220803334949,0.220803334949,0.222209321505,0
174,0,0,0.0667400690433,0
175,0,0,0,0
176,0,0,0.00554506550991,0
177,0.0504714227037,0.0504714227037,0.0538447253908,0
178,0,1.11022302463e-16,0.0855951283036,1.11022302463e-16
179,0.283556572796,0.283556572796,0.287740896015,0
180,0,0,0.0390303699078,0
181,0.0037389201985,0.0037389201985,0.00568619753214,0
182,0,0,0.000953994316386,0
183,0.0855663495495,0.0855663495495,0.0867864857729,0
184,0,0,0.143411684264,0
185,0.227675374573,0.227675374573,0.22967166909,0
186,0,0,0.0191965197165,0
187,0.0127818189332,0.0127818189332,0.0164304333633,0
188,0,0,0.0721877153164,0
189,0.10055402901,0.10055402901,0.104199464003,0
190,0,0,0.0679311596235,0
191,0.146615894953,0.146615894953,0.148954931694,0
192,0,0,0.0492113937925,0
193,0.178677563499,0.178677563499,0.183463387018,0
194,0,0,0.00647252488281,0
195,0.130068775573,0.130068775573,0.13296436284,0
196,0,0,0.0194679869821,0
197,0.0713047179859,0.0713047179859,0.0735628880059,0
198,0,0,0.00790956872803,0
199,0.0788500125006,0.0788500125006,0.0819857141386,0
200,0,0,0.00340985857808,0
201,0.256031707619,0.256031707619,0.257264466268,0
202,0,1.11022302463e-16,0.0707033910547,1.11022302463e-16
203,0.238138969295,0.238138969295,0.240324143241,0
204,0,1.11022302463e-16,0.00781496169932,1.11022302463e-16
205,0.0356067558417,0.0356067558417,0.0369131974566,0
206,0,0,0.036448562915,0
207,0.0812745654484,0.0812745654484,0.0838991172222,0
208,0,1.11022302463e-16,0.0846350890107,1.11022302463e-16
209,0.0976951975456,0.0976951975456,0.0992764331101,0
210,0,0,0,0
211,0.11260194843,0.11260194843,0.115820910575,0
212,0,0,0.00228534409251,0
213,0.0658750683937,0.0658750683937,0.0700829706392,0
214,0,0,0.0386542306096,0
215,0.187037958155,0.187037958155,0.191054005174,0
216,0,0,0.000993770264664,0
217,0.091325702125,0.091325702125,0.0928673278416,0
218,0,0,0.17473817805,0
219,0.155042386215,0.155042386215,0.158125407638,0
220,0,0,0.0421715058696,0
221,0.219188639681,0.219188639681,0.222822104035,0
222,0,1.11022302463e-16,0.0168501886487,1.11022302463e-16
223,0.178048506738,0.178048506738,0.180758116713,0
224,0,1.11022302463e-16,0.0134516073152,1.11022302463e-16
225,0.381664959866,0.381664959866,0.383997323993,0
226,0,1.11022302463e-16,0.0289240029824,1.11022302463e-16
227,0.0645396011149,0.0645396011149,0.066722561065,0
228,0,0,0.0287082300603,0
229,0.0212824671336,0.0212824671336,0.0231731132281,0
230,0.0459364742928,0.0459364742928,0.13624258751,0
231,0.0412125775041,0.0412125775041,0.044555711683,0
232,0,0,0.0569459692613,0
233,0.133226544966,0.133226544966,0.135747757914,0
234,0.0418783435339,0.0418783435339,0.148266871099,0
235,0.0597703570383,0.0597703570383,0.0621407332378,0
236,0,0,0.0701436918987,0
237,0.245553766437,0.245553766437,0.250381193858,0
238,0,0,0,0
239,0.0146258053577,0.0146258053577,0.0165523106811,0
240,0,0,0.00514779098115,0
241,0.0734364759168,0.0734364759168,0.0776826531721,0
242,0,1.11022302463e-16,0.00126964990522,1.11022302463e-16
243,0.185796230781,0.185796230781,0.189111552735,0
244,0,0,0.00264808148324,0
245,0,0,0,0
246,0,1.11022302463e-16,0.00288070939399,1.11022302463e-16
247,0.120196469605,0.120196469605,0.121788737069,0
248,0,1.11022302463e-16,0.00126328898117,1.11022302463e-16
249,0.0216755130067,0.0216755130067,0.024578799663,0
250,0,0,0.00295450134307,0
251,0.136390819737,0.136390819737,0.137867239394,0
252,0,0,0,0
253,0.238944522071,0.238944522071,0.240491894783,0
254,0,0,0.0768551703027,0
255,0.0572138650749,0.0572138650749,0.0593670878331,0
256,0,1.11022302463e-16,0.00521669256024,1.11022302463e-16
257,0.139443333095,0.139443333095,0.142652220135,0
258,0,1.11022302463e-16,0.0729469281857,1.11022302463e-16
259,0.159922412716,0.159922412716,0.161243820927,0
260,0,0,0.0284782205154,0
261,0.136460896319,0.136460896319,0.13691930352,0
262,0,0,0.018452150131,0
263,0.189365334556,0.189365334556,0.194992164303,0
264,0,0,0.028462736647,0
265,0.235774203787,0.235774203787,0.238813718548,0
266,0,0,0,0
267,0.309110046948,0.309110046948,0.311860982621,0
268,0,0,0.00111966748281,0
269,0.212069980611,0.212069980611,0.214493926859,0
270,0,1.11022302463e-16,0.0169864175208,1.11022302463e-16
271,0.156026024155,0.156026024155,0.158413897334,0
272,0,0,0.0389509730179,0
273,0,0,0,0
274,0,0,0.163012353847,0
275,0.121894216364,0.121894216364,0.124086621113,0
276,0,0,0.0191744475392,0
277,0.130657021984,0.130657021984,0.133816070023,0
278,0,1.11022302463e-16,0.0174465468561,1.11022302463e-16
279,0.1048059567,0.1048059567,0.106855473878,0
280,0,1.11022302463e-16,0.0238288987948,1.11022302463e-16
281,0.201095283008,0.201095283008,0.20490487757,0
282,0,0,0.0031637557205,0
283,0.228546046706,0.228546046706,0.231739934595,0
284,0,1.11022302463e-16,0.0910849390388,1.11022302463e-16
285,0.179105000758,0.179105000758,0.181699125366,0
286,0,0,0.0194541988417,0
287,0.0586267233164,0.0586267233164,0.0618066228747,0
288,0,1.11022302463e-16,0.00194616649455,1.11022302463e-16
289,0.184394115439,0.184394115439,0.187579603597,0
290,0,0,0.0539155917471,0
291,0.165250598629,0.165250598629,0.167138783717,0
292,0,0,0.0283548196631,0
293,0.0743895713405,0.0743895713405,0.0778750603467,0
294,0,0,0.00940445133074,0
295,0.0882671500647,0.0882671500647,0.088998633286,0
296,0,0,0.0561668363061,0
297,0.180548723238,0.180548723238,0.182664503988,0
298,0,0,0.0129929622022,0
299,0.244913688102,0.244913688102,0.247674695621,0
300,0,0,0.0330607013401,0
301,0.0317199554557,0.0317199554557,0.034246663215,0
302,0,0,0.0340416617927,0
303,0.0657463523391,0.0657463523391,0.067637617046,0
304,0,0,0.0504759197867,0
305,0.0714538551379,0.0714538551379,0.0730907255712,0
306,0,1.11022302463e-16,0.00421010366017,1.11022302463e-16
307,0.0268262764548,0.0268262764548,0.027422794439,0
308,0,0,0,0
309,0.218774074068,0.218774074068,0.222413287457,0
310,0,1.11022302463e-16,0.0241660084758,1.11022302463e-16
311,0.0885002180515,0.0885002180515,0.089964886176,0
312,0,1.11022302463e-16,0.0667846690406,1.11022302463e-16
313,0.133308514105,0.133308514105,0.13630828691,0
314,0,2.22044604925e-16,0.111607943004,2.22044604925e-16
315,0,0,0,0
316,0,2.22044604925e-16,0.00178106102303,2.22044604925e-16
317,0.124729106109,0.124729106109,0.128007409334,0
318,0,0,0.0345105517356,0
319,0.201336578745,0.201336578745,0.202976811678,0
320,0.0382923581152,0.0382923581152,0.197763979838,0
321,0.000600759195595,0.000600759195595,0.00192713733241,0
322,0,0,0.00348237433039,0
323,0.0548795063923,0.0548795063923,0.0566097306067,0
324,0,1.11022302463e-16,0.0834082302129,1.11022302463e-16
325,0.195170340842,0.195170340842,0.197718111047,0
326,0.0384423118189,0.0384423118189,0.162833804475,0
327,0.0451819355685,0.0451819355685,0.0503935202143,0
328,0,1.11022302463e-16,0.00251418811089,1.11022302463e-16
329,0.152700108082,0.152700108082,0.154367554711,0
330,0,0,0.00277938646077,0
331,0.0466723114853,0.0466723114853,0.0496861923022,0
332,0,0,0.0141173452471,0
333,0.235806410738,0.235806410738,0.23898249647,0
334,0,0,0.00221545782053,0
335,0.27785366042,0.27785366042,0.281959153258,0
336,0,0,0.0545618186484,0
337,0.105099497485,0.105099497485,0.108766734374,0
338,0,0,0.0704154184099,0
339,0.0598150260677,0.0598150260677,0.0626061941967,0
340,0,1.11022302463e-16,0.1636603419,1.11022302463e-16
341,0.0677243238824,0.0677243238824,0.0708048931561,0
342,0,0,0.00890197202995,0
343,0.0821549530968,0.0821549530968,0.0855210857795,0
344,0,0,0.0212910741486,0
345,0.0689397180396,0.0689397180396,0.0707570500159,0
346,0,0,0.0668796326847,0
347,0.0890865172723,0.0890865172723,0.0922192876545,0
348,0,1.11022302463e-16,0.0884535616672,1.11022302463e-16
349,0.146546534178,0.146546534178,0.147997164114,0
350,0,0,0,0
351,0.201802889888,0.201802889888,0.203524357927,0
352,0,0,0.00988533059134,0
353,0.0603496484252,0.0603496484252,0.0628894394361,0
354,0,0,0.0357269935886,0
355,0.165150606505,0.165150606505,0.168311466197,0
356,0,0,0.0400823891584,0
357,0.0115475610925,0.0115475610925,0.0143789022326,0
358,0,0,0.010019687912,0
359,0.105142415562,0.105142415562,0.108684135341,0
360,0,0,0.0375729870488,0
361,0.168823154979,0.168823154979,0.171210246436,0
362,0,0,0.0100448056569,0
363,0.0306606848105,0.0306606848105,0.0329937111462,0
364,0,1.11022302463e-16,0.0055980302354,1.11022302463e-16
365,0.112845828943,0.112845828943,0.115809052284,0
366,0,0,0.00916627512924,0
367,0.177841276344,0.177841276344,0.181038551993,0
368,0,1.11022302463e-16,0.00105565327591,1.11022302463e-16
369,0.0756011235059,0.0756011235059,0.0793032418714,0
370,0,0,0.0220033549064,0
371,0,0,0,0
372,0,0,0.103446346422,0
373,0.256492647051,0.256492647051,0.259465232386,0
374,0,1.11022302463e-16,0.0174676709699,1.11022302463e-16
375,0.0690693756009,0.0690693756009,0.0698230237688,0
376,0,0,0.00342590414955,0
377,0.360961336779,0.360961336779,0.364080126731,0
378,0,1.11022302463e-16,0.0118918813161,1.11022302463e-16
379,0.185165588316,0.185165588316,0.186642031748,0
380,0,0,0.00359873763958,0
381,0.218578526718,0.218578526718,0.22036935628,0
382,0,0,0.0136704454373,0
383,0.201063555275,0.201063555275,0.204700006532,0
384,0,0,0.0561734953426,0
385,0.062995266178,0.062995266178,0.065678506066,0
386,0,1.11022302463e-16,0.00198574239334,1.11022302463e-16
387,0.00770888212224,0.00770888212224,0.00894731737954,0
388,0,0,0.0240261143581,0
389,0.161201924276,0.161201924276,0.166498955056,0
390,0,1.11022302463e-16,0.0343245590251,1.11022302463e-16
391,0.246936844481,0.246936844481,0.251178629716,0
392,0,0,0.00244755339669,0
393,0.217179737704,0.217179737704,0.219987958523,0
394,0,0,0.0657218501652,0
395,0.0396329314663,0.0396329314663,0.0434297867887,0
396,0,1.11022302463e-16,0.0233266820685,1.11022302463e-16
397,0.129627400021,0.129627400021,0.131899544541,0
398,0,0,0.0550501560171,0
399,0.106173658557,0.106173658557,0.107567015282,0
